cost/projected_total_usd,_step,cost/per_hour,cost/spent_usd,_runtime,cost/budget_pct_used,cost/hours_elapsed,_timestamp,train/global_step,train/entropy,train/rewards/accuracies,train/mean_token_accuracy,train/logps/rejected,train/num_tokens,train/logits/rejected,train/loss,train/grad_norm,train/rewards/margins,train/learning_rate,train/epoch,train/logps/chosen,train/rewards/chosen,train/logits/chosen,train/rewards/rejected
1.6164801961183548,15,3,0.099782728155454,119.875907488,0.08082400980591774,0.03326090938515133,1778107428.29827,15,1.432883584499359,0.425,0.24477152712643147,-263.34314613342286,101087.0,0.9755868806194524,1.052285099029541,315.1705017089844,-0.13157320376485587,2.8e-07,0.06188757091284167,-267.48713836669924,-0.6574199779657647,0.8604016449577511,-0.5258467832114547
1.6137181209772824,16,3,0.10625304500261942,135.244092145,0.08068590604886412,0.03541768166753981,1778107436.06214,15,,,,,,,,,,,,,,,
1.6093755952750937,17,3,0.11259006222089132,142.988795227,0.08046877976375469,0.037530020740297106,1778107443.6665688,15,,,,,,,,,,,,,,,
1.6070920863747595,18,3,0.11904385824998219,150.671713143,0.08035460431873799,0.0396812860833274,1778107451.4111166,15,,,,,,,,,,,,,,,
1.6043937167682147,19,3,0.1254464222987493,158.316892501,0.08021968583841074,0.0418154740995831,1778107459.0941894,15,,,,,,,,,,,,,,,
1.6015803823471069,20,3,0.13181731541951497,158.317831919,0.08007901911735535,0.04393910513983833,1778107466.7398973,20,1.3877294182777404,0.3,0.23809492588043213,-272.02588348388673,134310.0,0.6745196389641344,1.0990120887756347,196.76316833496094,-0.39756875224411486,3.7999999999999996e-07,0.08251676121712223,-292.396577835083,-2.191361261717975,0.8215437582999247,-1.793792510824278
1.601857538989612,21,3,0.13843213299910226,174.082568079,0.0800928769494806,0.04614404433303409,1778107474.677079,20,,,,,,,,,,,,,,,
1.6010975338112223,22,3,0.14495533227920532,182.072923061,0.08005487669056112,0.048318444093068444,1778107482.5048835,20,,,,,,,,,,,,,,,
1.6018346806712773,23,3,0.1516139821211497,189.979190429,0.08009173403356387,0.050537994040383234,1778107490.495259,20,,,,,,,,,,,,,,,
1.6018004467338325,24,3,0.15820251325766246,198.207988815,0.08009002233669162,0.05273417108588749,1778107498.4015129,20,,,,,,,,,,,,,,,
1.604380596971512,25,3,0.1650597321987152,198.208476318,0.0802190298485756,0.05501991073290507,1778107506.630843,25,1.382093185186386,0.55,0.2709744246676564,-258.1157299041748,168974.0,0.7235697138185587,0.9664685249328613,2627.711669921875,0.11773901246488094,4.8e-07,0.10314595152140278,-281.93902893066405,-0.515920584788546,1.0266050776167939,-0.6336595968459733
1.6013192787078712,26,3,0.1713345730304718,213.570216787,0.08006596393539356,0.0571115243434906,1778107514.159974,25,,,,,,,,,,,,,,,
1.6007551735639571,27,3,0.1778616859515508,221.284081676,0.08003775867819786,0.059287228650516936,1778107521.9925277,25,,,,,,,,,,,,,,,
1.5993733647465707,28,3,0.18428993503252666,228.919461997,0.07996866823732852,0.06142997834417555,1778107529.706402,25,,,,,,,,,,,,,,,
1.5975387312831548,29,3,0.1906527704000473,236.888098139,0.07987693656415774,0.06355092346668244,1778107537.3418128,25,,,,,,,,,,,,,,,
1.5980754776000974,30,3,0.1972932688395182,236.889029955,0.07990377388000486,0.06576442294650607,1778107545.3110552,30,1.4128370344638825,0.375,0.24459156766533852,-252.81947746276856,202188.0,0.7276025108444099,1.0951677322387696,1081.7821044921875,-0.22595349848270416,4.995847625707292e-07,0.12377514182568335,-281.85668563842773,0.0013844072469510137,1.1553314698089958,0.22733790772035717
1.5977261877444482,31,3,0.2038251515229543,252.767871446,0.07988630938722241,0.0679417171743181,1778107553.148668,30,,,,,,,,,,,,,,,
1.5986846132017671,32,3,0.21052636881669362,260.386729618,0.07993423066008835,0.07017545627223121,1778107561.1901345,30,,,,,,,,,,,,,,,
1.5969921110434966,33,3,0.21687547187010447,268.133622007,0.07984960555217484,0.07229182395670149,1778107568.8090477,30,,,,,,,,,,,,,,,
1.5961608762250226,34,3,0.22333115140597024,275.870144899,0.07980804381125113,0.07444371713532341,1778107576.5558748,30,,,,,,,,,,,,,,,
1.5953181164605277,35,3,0.22977832953135172,275.870891406,0.07976590582302638,0.07659277651045057,1778107584.293233,35,1.3552606835961343,0.65,0.25228330977261065,-272.66471939086915,236005.0,0.5571571082411971,0.6976834297180176,7298.42529296875,0.40373518913984296,4.979002243050646e-07,0.1444043321299639,-275.1923770904541,-0.09066773140802979,1.0191623934037797,-0.4944029201938974
1.595563644915819,36,3,0.236379799246788,291.660332695,0.07977818224579096,0.078793266415596,1778107592.2142437,35,,,,,,,,,,,,,,,
1.5955046936950166,37,3,0.24293692866961158,299.236594192,0.07977523468475083,0.08097897622320387,1778107600.0827916,35,,,,,,,,,,,,,,,
1.5938904354289958,38,3,0.24925035615762076,306.905418923,0.07969452177144978,0.08308345205254025,1778107607.6589077,35,,,,,,,,,,,,,,,
1.5928405453150092,39,3,0.2556410751740138,314.519547916,0.07964202726575045,0.08521369172467126,1778107615.3277786,35,,,,,,,,,,,,,,,
1.5915657498836517,40,3,0.2619861316680908,314.5204544,0.0795782874941826,0.08732871055603027,1778107622.9424713,40,1.3608378559350967,0.425,0.2638767208904028,-260.61241760253904,269288.0,0.3115155818127155,1.1850342750549316,1375.11767578125,-0.5524203887209296,4.949291683053768e-07,0.16503352243424446,-276.76007118225095,-1.018376337736845,0.6668519034518997,-0.465955938026309
1.5926127360942888,41,3,0.2687124369541804,330.466151316,0.07963063680471444,0.08957081231806013,1778107631.0134459,40,,,,,,,,,,,,,,,
1.592663268659796,42,3,0.27527513285477956,338.351244845,0.07963316343298979,0.09175837761825985,1778107638.8886402,40,,,,,,,,,,,,,,,
1.5927569865487343,43,3,0.28184588650862374,345.921889714,0.07963784932743671,0.09394862883620791,1778107646.7735531,40,,,,,,,,,,,,,,,
1.5914002955772657,44,3,0.2881547860304514,353.707834175,0.07957001477886329,0.09605159534348381,1778107654.3442295,40,,,,,,,,,,,,,,,
1.5910724015235902,45,3,0.29464303731918334,353.708757201,0.07955362007617951,0.09821434577306111,1778107662.1307716,45,1.3691971927881241,0.45,0.25836846195161345,-260.47155609130857,303264.0,0.5129209567156929,1.3601611137390137,30325.220703125,-0.5304732841439546,4.906870133404186e-07,0.18566271273852503,-295.7222213745117,-1.189009814709425,0.9143756490520095,-0.6585365288425237
1.591593339248844,46,3,0.301289274096489,369.440847438,0.0795796669624422,0.10042975803216299,1778107670.1056085,45,,,,,,,,,,,,,,,
1.591152212353463,47,3,0.30775372008482615,377.315799367,0.07955761061767315,0.10258457336160871,1778107677.862947,45,,,,,,,,,,,,,,,
1.591226881071925,48,3,0.314316420952479,385.178224087,0.07956134405359624,0.10477214031749302,1778107685.7381854,45,,,,,,,,,,,,,,,
1.5912452672452344,49,3,0.32086838722229005,393.044651108,0.07956226336226171,0.10695612907409668,1778107693.600566,45,,,,,,,,,,,,,,,
1.5912789690613747,50,3,0.32742365618546804,393.045113846,0.07956394845306873,0.10914121872848935,1778107701.4675186,50,1.391282580792904,0.625,0.26551679279655216,-248.19109954833985,337462.0,0.8184163655516971,0.796799898147583,294.6704406738281,0.19748317468911408,4.851957747496606e-07,0.20629190304280556,-275.6917106628418,0.03836696222424507,1.1686644194535238,-0.1591162097407505
1.590592849815593,51,3,0.333828128973643,408.751491555,0.07952964249077965,0.11127604299121432,1778107709.1522381,50,,,,,,,,,,,,,,,
1.5912423972900096,52,3,0.34051277637481686,416.383699335,0.07956211986450047,0.11350425879160563,1778107717.1738176,50,,,,,,,,,,,,,,,
1.5903797937789053,53,3,0.3468729591369629,424.219034599,0.07951898968894527,0.11562431971232097,1778107724.806038,50,,,,,,,,,,,,,,,
1.5903104469180107,54,3,0.3534023215373357,431.893875221,0.07951552234590054,0.11780077384577857,1778107732.641271,50,,,,,,,,,,,,,,,
1.5896537273363631,55,3,0.35979816873868303,431.89435152,0.07948268636681816,0.11993272291289435,1778107740.3167808,55,1.4602342933416366,0.425,0.24817998036742211,-251.26192817687988,371123.0,1.166853134639497,1.097996425628662,1313.691162109375,-0.27939194785431026,4.78483950191177e-07,0.22692109334708613,-271.8105899810791,-0.34321915954351423,1.2069686609434687,-0.06382720908150077
1.5895278737055407,56,3,0.3663109503189723,447.468104483,0.07947639368527704,0.1221036501063241,1778107748.131623,55,,,,,,,,,,,,,,,
1.5892056108148476,57,3,0.3727766247590383,455.064586513,0.07946028054074238,0.12425887491967944,1778107755.8904302,55,,,,,,,,,,,,,,,
1.5883276884925777,58,3,0.37910702029863996,462.918140079,0.0794163844246289,0.12636900676621332,1778107763.4869123,55,,,,,,,,,,,,,,,
1.588361934645701,59,3,0.3856516631444295,470.751429778,0.07941809673228505,0.1285505543814765,1778107771.340479,55,,,,,,,,,,,,,,,
1.5883269124925137,60,3,0.3921794845660528,470.751951313,0.07941634562462568,0.13072649485535093,1778107779.1743321,60,1.3952759563922883,0.475,0.25016682147979735,-269.23183670043943,404777.0,0.9138072335989784,1.0122204780578614,661.62841796875,-0.21187307825312018,4.70586371748506e-07,0.2475502836513667,-290.7122287750244,-0.22541605425067246,0.9886766474167341,-0.013542969850823284
1.5876002018568944,61,3,0.39853338400522864,486.142527495,0.07938001009284473,0.1328444613350762,1778107786.7985861,60,,,,,,,,,,,,,,,
1.5873596288311869,62,3,0.4050053373972575,493.872826839,0.07936798144155933,0.13500177913241918,1778107794.5648913,60,,,,,,,,,,,,,,,
1.5870106706448965,63,3,0.4114472109079361,502.001567004,0.07935053353224482,0.13714907030264537,1778107802.2951605,60,,,,,,,,,,,,,,,
1.5879336176533254,64,3,0.4182211997111639,509.69350163,0.07939668088266627,0.13940706657038796,1778107810.4239225,60,,,,,,,,,,,,,,,
1.587466996385501,65,3,0.4246310895681381,509.694101404,0.07937334981927505,0.1415436965227127,1778107818.116475,65,1.3546517863869667,0.375,0.23669330552220344,-270.1321510314941,438277.0,0.47572197747070744,1.1392465591430665,371.224853515625,-0.24849141221493481,4.615440251639995e-07,0.26817947395564723,-284.2396408081055,-2.0821541018784044,0.7051466464587864,-1.8336627029348165
1.587176345993172,66,3,0.431084933479627,525.206640439,0.0793588172996586,0.14369497782654234,1778107825.8604016,65,,,,,,,,,,,,,,,
1.586966744536784,67,3,0.43755873203277584,533.098658454,0.0793483372268392,0.14585291067759196,1778107833.6289597,65,,,,,,,,,,,,,,,
1.5871310178584914,68,3,0.44413542886575064,541.214688969,0.07935655089292458,0.1480451429552502,1778107841.5210028,65,,,,,,,,,,,,,,,
1.5879481629703356,69,3,0.4508988610903422,548.944091964,0.07939740814851677,0.1502996203634474,1778107849.6371152,65,,,,,,,,,,,,,,,
1.587622864467757,70,3,0.4573399198055267,548.944971118,0.07938114322338785,0.15244663993517557,1778107857.3670213,70,1.412642803788185,0.6,0.2587869381532073,-260.87945289611815,472186.0,0.7796635663778521,0.8075717926025391,102.03887176513672,0.10210317708551883,4.514038371367791e-07,0.2888086642599278,-286.0904354095459,-0.4151027601095848,1.069189316184198,-0.517205934599042
1.5870641649776782,71,3,0.4637101058165233,564.36238568,0.07935320824888392,0.15457003527217442,1778107865.010617,70,,,,,,,,,,,,,,,
1.5868864030390977,72,3,0.4701885638634363,572.265833351,0.07934432015195489,0.15672952128781212,1778107872.7847636,70,,,,,,,,,,,,,,,
1.5870720348211185,73,3,0.47677472651004793,580.093356689,0.07935360174105592,0.15892490883668264,1778107880.6881564,70,,,,,,,,,,,,,,,
1.5870450289346076,74,3,0.4832976631323497,587.759215149,0.07935225144673037,0.16109922104411656,1778107888.5156822,70,,,,,,,,,,,,,,,
1.5865821145534516,75,3,0.48968583782513936,587.759890073,0.07932910572767259,0.1632286126083798,1778107896.182173,75,1.3502478152513504,0.525,0.24510843809694052,-260.8028503417969,505486.0,0.41676926246001883,1.0537142753601074,987.0736083984375,-0.2095976412296295,4.402184317891501e-07,0.30943785456420836,-282.44916076660155,-1.4063624183880166,0.7457553385988214,-1.1967647787416353
1.5864322965474504,76,3,0.49616812566916146,603.252686724,0.07932161482737253,0.16538937522305383,1778107903.960241,75,,,,,,,,,,,,,,,
1.5861172528081124,77,3,0.5025968249638875,611.304036613,0.07930586264040562,0.1675322749879625,1778107911.6747322,75,,,,,,,,,,,,,,,
1.5866858622661004,78,3,0.5093065730730693,619.270091994,0.07933429311330502,0.1697688576910231,1778107919.7263691,75,,,,,,,,,,,,,,,
1.5870188727333576,79,3,0.5159444071849187,626.860776169,0.07935094363666788,0.17198146906163958,1778107927.691776,75,,,,,,,,,,,,,,,
1.586396651186049,80,3,0.5222705024480819,626.861397566,0.07931983255930246,0.17409016748269399,1778107935.283753,80,1.445581492781639,0.575,0.24890116415917873,-260.4602638244629,539464.0,1.0536059908396875,0.7152260303497314,7251.82275390625,0.12370805814862251,4.280458575653296e-07,0.3300670448684889,-259.4591236114502,0.6793415993684903,1.0940076924665851,0.5556335457833483
1.586042002439499,81,3,0.528680667479833,642.580139437,0.07930210012197494,0.17622688915994433,1778107942.9752896,80,,,,,,,,,,,,,,,
1.5865233233134923,82,3,0.5353700103362402,650.513576918,0.07932616616567462,0.17845667011208005,1778107951.0024946,80,,,,,,,,,,,,,,,
1.5867629709229412,83,3,0.5419807678461075,658.328195142,0.07933814854614706,0.1806602559487025,1778107958.9354033,80,,,,,,,,,,,,,,,
1.5867128287681513,84,3,0.5484933235247931,666.241310451,0.07933564143840756,0.18283110784159767,1778107966.750474,80,,,,,,,,,,,,,,,
1.586897586485919,85,3,0.5550876331329346,666.242290103,0.07934487932429594,0.18502921104431153,1778107974.6643245,85,1.3674025639891625,0.55,0.2753878390416503,-263.07907485961914,573314.0,0.7442300926491792,0.8656193733215332,452.6024169921875,0.21516940146684646,4.1494928597979117e-07,0.3506962351727695,-285.253849029541,-0.7272928805556148,0.8423895723153825,-0.9424622848629951
1.5865524684065997,86,3,0.5614959353208542,681.697435112,0.07932762342032998,0.18716531177361806,1778107982.3536048,85,,,,,,,,,,,,,,,
1.5863926689172614,87,3,0.5679677456617356,689.452204383,0.07931963344586307,0.18932258188724518,1778107990.1197803,85,,,,,,,,,,,,,,,
1.5862101509083402,88,3,0.5744300134976705,697.383549329,0.079310507545417,0.19147667116589018,1778107997.8745005,85,,,,,,,,,,,,,,,
1.586433663448591,89,3,0.5810394899050395,705.396645298,0.07932168317242955,0.19367982996834648,1778108005.8058724,85,,,,,,,,,,,,,,,
1.586836436033249,90,3,0.5877171985308329,705.397473667,0.07934182180166245,0.19590573284361099,1778108013.8194957,90,1.4509967863559723,0.45,0.25101723466068504,-260.33125495910645,607155.0,0.8246358717107313,0.824102783203125,1303.4710693359375,0.022069726325571536,4.009966837786194e-07,0.37132542547705005,-274.59455795288085,-0.08748287493363023,1.1231252767228341,-0.1095526008680281
1.5864448033584344,91,3,0.5941007288297018,720.641677668,0.07932224016792172,0.19803357627656726,1778108021.4793591,90,,,,,,,,,,,,,,,
1.5858955317346946,92,3,0.6004213535785675,728.453893139,0.07929477658673473,0.20014045119285584,1778108029.064108,90,,,,,,,,,,,,,,,
1.5858530396415342,93,3,0.6069314102331798,736.431517146,0.0792926519820767,0.20231047007772657,1778108036.876175,90,,,,,,,,,,,,,,,
1.5861682811950117,94,3,0.6135794997215271,744.13514631,0.07930841405975059,0.2045264999071757,1778108044.853882,90,,,,,,,,,,,,,,,
1.5858925291864494,95,3,0.6199991369247436,744.13569972,0.07929462645932248,0.20666637897491455,1778108052.5580785,95,1.3681373327970505,0.525,0.260446323081851,-267.28491020202637,640983.0,0.5860553609949888,0.8714424133300781,2341.5234375,0.05946868360042572,3.862604602152464e-07,0.39195461578133056,-274.33178863525393,-0.07603383408859372,0.9904305609175003,-0.13550251629203558
1.58598267596215,96,3,0.6265610571702321,759.764022253,0.0792991337981075,0.2088536857234107,1778108060.4317517,95,,,,,,,,,,,,,,,
1.5858210047802976,97,3,0.6330231994390488,767.520767384,0.07929105023901488,0.2110077331463496,1778108068.1863272,95,,,,,,,,,,,,,,,
1.5856672166318309,98,3,0.639487190246582,775.222680386,0.07928336083159154,0.21316239674886067,1778108075.9431152,95,,,,,,,,,,,,,,,
1.585403915697878,99,3,0.6459052989880244,783.086153245,0.0792701957848939,0.21530176632934148,1778108083.6448414,95,,,,,,,,,,,,,,,
1.5854738297581672,100,3,0.6524583661556244,783.086863905,0.07927369148790836,0.2174861220518748,1778108091.5092475,100,1.4045038968324661,0.55,0.25084439758211374,-270.3136173248291,674578.0,0.70257602518962,0.921196174621582,8732.7373046875,-0.19191355295479298,3.7081709127108767e-07,0.4125838060856111,-275.7946147918701,-1.3275514130480588,0.9698730682565824,-1.1356378596741705
1.588806844265154,101,3,0.6603682768344878,800.47909181,0.0794403422132577,0.2201227589448293,1778108101.0004196,100,,,,,,,,,,,,,,,
1.5889149562576237,102,3,0.6669519569476445,808.395405887,0.07944574781288118,0.2223173189825482,1778108108.9008346,100,,,,,,,,,,,,,,,
1.5890535418906258,103,3,0.6735494436820348,816.269144431,0.07945267709453128,0.22451648122734494,1778108116.8178177,100,,,,,,,,,,,,,,,
1.5891051394893572,104,3,0.6801108415921528,824.204053249,0.07945525697446786,0.22670361386405097,1778108124.6914976,100,,,,,,,,,,,,,,,
1.5892737886394777,105,3,0.6867232420047125,824.204596775,0.07946368943197388,0.22890774733490415,1778108132.626983,105,1.390215127170086,0.575,0.2672406440600753,-262.3403949737549,708595.0,0.7911853707109753,0.8256098747253418,171.86810302734375,0.2849559156224132,3.547467227712444e-07,0.4332129963898917,-290.19174842834474,0.43628253862261773,1.2191476087297182,0.15132662413525394
1.5889290488665957,106,3,0.6931130830446879,839.533951538,0.07944645244332979,0.2310376943482293,1778108140.2941837,105,,,,,,,,,,,,,,,
1.5885800816466875,107,3,0.6994982252518336,847.290587425,0.07942900408233437,0.23316607508394455,1778108147.9563866,105,,,,,,,,,,,,,,,
1.588414508700371,108,3,0.7059620038668315,855.05718086,0.07942072543501853,0.2353206679556105,1778108155.7128885,105,,,,,,,,,,,,,,,
1.5882708830680325,109,3,0.7124342644214631,862.699821029,0.07941354415340163,0.23747808814048768,1778108163.4795978,105,,,,,,,,,,,,,,,
1.587901405903426,110,3,0.7188031055529912,862.70104096,0.07939507029517129,0.2396010351843304,1778108171.1231124,110,1.389414131641388,0.625,0.2543467354029417,-264.1435920715332,742015.0,0.669733671186275,0.7290139675140381,4557.03125,0.2414671025238931,3.3813275445496766e-07,0.45384218669417226,-284.7305107116699,-0.5184981565456838,0.9620472701062031,-0.7599652580916881
1.5881510004159565,111,3,0.7254516915480296,878.554152313,0.07940755002079783,0.24181723051600987,1778108179.1005197,110,,,,,,,,,,,,,,,
1.5882110875898174,112,3,0.7320149868726731,886.307483163,0.07941055437949088,0.24400499562422434,1778108186.97647,110,,,,,,,,,,,,,,,
1.5880502892437234,113,3,0.7384760604302089,893.85869281,0.07940251446218617,0.2461586868100696,1778108194.729764,110,,,,,,,,,,,,,,,
1.5875335568660185,114,3,0.7447688291470209,901.50434675,0.07937667784330092,0.24825627638234032,1778108202.281076,110,,,,,,,,,,,,,,,
1.587191869590593,115,3,0.7511401851971944,901.504842897,0.07935959347952964,0.25038006173239813,1778108209.9271758,115,1.4547106802463532,0.55,0.27720681577920914,-235.77550163269044,775482.0,0.9969461843551126,0.711712646484375,1066.097900390625,0.1149983948096633,3.210614071594162e-07,0.4744713769984528,-265.33679580688477,0.6067709077615291,1.3779630481738478,0.49177251138025896
1.5871225840058818,116,3,0.7576387643814086,917.114344953,0.0793561292002941,0.2525462547938029,1778108217.7250028,115,,,,,,,,,,,,,,,
1.5870777301146433,117,3,0.7641485367218652,924.544872196,0.07935388650573216,0.2547161789072884,1778108225.5367293,115,,,,,,,,,,,,,,,
1.5863795356932333,118,3,0.7703406798839569,932.045614692,0.07931897678466167,0.25678022662798566,1778108232.9673283,115,,,,,,,,,,,,,,,
1.5858125303122175,119,3,0.7765913214286169,939.96331603,0.07929062651561086,0.25886377380953896,1778108240.4680662,115,,,,,,,,,,,,,,,
1.5859582896530628,120,3,0.7831892788410187,939.964187098,0.07929791448265314,0.26106309294700625,1778108248.3862402,120,1.3623615562915803,0.65,0.24959759879857302,-263.33839225769043,808816.0,0.4498220779604211,0.8750673294067383,204.0117950439453,0.1474090851843357,3.0362127536287636e-07,0.4951005673027334,-287.66465644836427,0.6567301088944077,0.8010913075808791,0.5093210259103216
1.5859006638664845,121,3,0.7896871618429819,955.638374568,0.07929503319332423,0.26322905394766066,1778108256.1830842,120,,,,,,,,,,,,,,,
1.5859770991714275,122,3,0.796251876950264,963.482596854,0.07929885495857136,0.26541729231675465,1778108264.0607417,120,,,,,,,,,,,,,,,
1.5859972640799314,123,3,0.8027887386083603,971.186538246,0.07929986320399657,0.26759624620278677,1778108271.9049687,120,,,,,,,,,,,,,,,
1.5857879426883112,124,3,0.8092086621125538,979.030951293,0.07928939713441556,0.2697362207041846,1778108279.6088774,120,,,,,,,,,,,,,,,
1.5858094843769075,125,3,0.8157456195354462,979.031310184,0.07929047421884537,0.2719152065118154,1778108287.4536998,125,1.3794556558132172,0.55,0.25499162171036005,-261.4121067047119,842666.0,0.7852943482296022,1.0092787742614746,117.22217559814453,-0.1645538242533803,2.859028674095937e-07,0.5157297576070139,-288.85986251831054,-1.5527031752746552,0.8936260713388939,-1.388149351719767
1.5859774841155323,126,3,0.822358695467313,994.638898549,0.07929887420577661,0.274119565155771,1778108295.388917,125,,,,,,,,,,,,,,,
1.5857229049984862,127,3,0.8287523001432419,1002.462270262,0.07928614524992432,0.27625076671441395,1778108303.061245,125,,,,,,,,,,,,,,,
1.5857113477215172,128,3,0.8352718210220338,1010.105307085,0.07928556738607585,0.2784239403406779,1778108310.884665,125,,,,,,,,,,,,,,,
1.5854167223669762,129,3,0.8416409760713577,1018.005801651,0.07927083611834881,0.2805469920237859,1778108318.527657,125,,,,,,,,,,,,,,,
1.5855276911808898,130,3,0.8482246907552085,1018.00669616,0.07927638455904448,0.28274156358506947,1778108326.4287312,130,1.4352907210588455,0.55,0.24721542038023472,-249.76901626586914,876214.0,0.9395036103347753,0.7346061706542969,609.4629516601562,0.22189368605613707,2.6799813580229174e-07,0.5363589479112945,-262.0468551635742,0.020634344220161437,0.9799977336873983,-0.20125935049727559
1.5856480204058057,131,3,0.8548143649101256,1033.801997657,0.07928240102029029,0.28493812163670856,1778108334.335736,130,,,,,,,,,,,,,,,
1.5857373526827856,132,3,0.8613881915807724,1041.575713661,0.07928686763413928,0.2871293971935908,1778108342.2243135,130,,,,,,,,,,,,,,,
1.5856505605287121,133,3,0.8678663561741511,1049.407414579,0.0792825280264356,0.2892887853913837,1778108349.99811,130,,,,,,,,,,,,,,,
1.585652495547017,134,3,0.87439273416996,1057.196404542,0.07928262477735085,0.29146424472332,1778108357.8297696,130,,,,,,,,,,,,,,,
1.5855904058218004,135,3,0.8808835587898891,1057.1975991,0.07927952029109002,0.293627852929963,1778108365.6195838,135,1.393653152883053,0.5,0.2832725878804922,-252.1415702819824,910123.0,0.7749620303918612,0.9137947082519531,272.9867248535156,-0.12021440770477057,2.5e-07,0.556988138215575,-283.8496353149414,-0.3758389041759074,1.0873606551301596,-0.25562450010329485
1.5856590413915763,136,3,0.8874470355113349,1072.866036485,0.07928295206957882,0.29581567850377827,1778108373.4949253,135,,,,,,,,,,,,,,,
1.585604513087412,137,3,0.8939416390657425,1080.457751208,0.0792802256543706,0.2979805463552475,1778108381.2884495,135,,,,,,,,,,,,,,,
1.5852546668700551,138,3,0.9002680824200313,1088.152485996,0.07926273334350276,0.3000893608066771,1778108388.8801794,135,,,,,,,,,,,,,,,
1.5850598499071684,139,3,0.9066803256670635,1095.820413767,0.07925299249535843,0.30222677522235447,1778108396.5748777,135,,,,,,,,,,,,,,,
1.584828975664718,140,3,0.9130701917409898,1095.820989268,0.0792414487832359,0.3043567305803299,1778108404.2433329,140,1.4200212255120277,0.575,0.26855163760483264,-253.0407543182373,943536.0,0.49529577289138854,0.888611888885498,246.9127655029297,-0.06284584514796734,2.3200186419770823e-07,0.5776173285198556,-279.91781387329104,-0.14524718150496482,1.1218134001292963,-0.08240133745130152
1.5844726791660835,141,3,0.9193853817383448,1111.194805423,0.07922363395830417,0.3064617939127816,1778108411.8209438,140,,,,,,,,,,,,,,,
1.5844323338169446,142,3,0.9258822691440582,1118.894545114,0.07922161669084722,0.30862742304801943,1778108419.6172025,140,,,,,,,,,,,,,,,
1.5842557974420228,143,3,0.9322986791531245,1126.647982448,0.07921278987210115,0.31076622638437484,1778108427.3168967,140,,,,,,,,,,,,,,,
1.5841572426259518,144,3,0.9387598474820456,1134.450952845,0.07920786213129759,0.31291994916068183,1778108435.0703018,140,,,,,,,,,,,,,,,
